21 - Adjusted net enrolment rate in primary education by sex

Indicator Name,Region,Country Code,Country,Year,Sex,Value,LowerBound,UpperBound,NatureData,OriginData,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,764,Thailand,2015,Male,92.49,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:16,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,764,Thailand,2015,Both sexes,89.68,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:31,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,156,China,1996,Female,88.1,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:56,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,156,China,1996,Male,90.7,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:12,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,156,China,1996,Both sexes,89.44,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:27,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,156,China,1995,Female,88.59,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:55,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,156,China,1995,Male,91.93,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:11,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,156,China,1995,Both sexes,90.31,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:26,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,156,China,1997,Female,88.18,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:56,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,156,China,1997,Male,90.03,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:12,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,156,China,1997,Both sexes,89.14,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:27,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,344,China  Hong Kong Special Administrative Region,1996,Female,93.15,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:56,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,344,China  Hong Kong Special Administrative Region,1996,Male,92.47,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:12,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,344,China  Hong Kong Special Administrative Region,1996,Both sexes,92.8,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:27,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,344,China  Hong Kong Special Administrative Region,1995,Female,94.01,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:55,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,344,China  Hong Kong Special Administrative Region,1995,Male,91.79,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:11,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,344,China  Hong Kong Special Administrative Region,1995,Both sexes,92.86,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:26,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,344,China  Hong Kong Special Administrative Region,2012,Female,98.92,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:02,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,344,China  Hong Kong Special Administrative Region,2012,Male,99.68,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:16,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,344,China  Hong Kong Special Administrative Region,2012,Both sexes,99.31,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:31,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,344,China  Hong Kong Special Administrative Region,2013,Female,98.49,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:02,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,344,China  Hong Kong Special Administrative Region,2013,Male,99.7,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:16,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,344,China  Hong Kong Special Administrative Region,2013,Both sexes,99.11,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:31,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,344,China  Hong Kong Special Administrative Region,2014,Female,98.1,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:02,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,344,China  Hong Kong Special Administrative Region,2014,Male,99.61,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:16,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,344,China  Hong Kong Special Administrative Region,2014,Both sexes,98.88,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:31,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,344,China  Hong Kong Special Administrative Region,2015,Female,97.72,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:02,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,344,China  Hong Kong Special Administrative Region,2015,Male,99.64,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:16,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,344,China  Hong Kong Special Administrative Region,2015,Both sexes,98.71,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:31,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,344,China  Hong Kong Special Administrative Region,2016,Female,97.37,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:03,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,344,China  Hong Kong Special Administrative Region,2016,Male,98.88,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:17,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,344,China  Hong Kong Special Administrative Region,2016,Both sexes,98.15,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:32,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,408,Democratic People's Republic of Korea,2009,Female,96.66,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:01,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,408,Democratic People's Republic of Korea,2009,Male,96.58,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:15,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,408,Democratic People's Republic of Korea,2009,Both sexes,96.62,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:30,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,410,Republic of Korea,1999,Female,100,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:56,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,410,Republic of Korea,1999,Male,97.42,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:12,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,410,Republic of Korea,1999,Both sexes,98.62,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:27,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,410,Republic of Korea,2003,Female,98.65,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:57,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,410,Republic of Korea,2003,Male,98.72,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:13,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,410,Republic of Korea,2003,Both sexes,98.69,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:28,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,410,Republic of Korea,2008,Female,99.81,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:01,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,410,Republic of Korea,2008,Male,99.73,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:15,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,410,Republic of Korea,2008,Both sexes,99.77,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:30,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,410,Republic of Korea,2000,Female,99.9,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:57,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,410,Republic of Korea,2000,Male,98.58,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:13,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,410,Republic of Korea,2000,Both sexes,99.19,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:28,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,410,Republic of Korea,2005,Female,99.43,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:59,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,410,Republic of Korea,2005,Male,99.92,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:14,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,410,Republic of Korea,2005,Both sexes,99.69,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:29,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,410,Republic of Korea,2007,Female,99.56,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:59,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,410,Republic of Korea,2007,Male,99.81,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:14,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,410,Republic of Korea,2007,Both sexes,99.69,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:29,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,410,Republic of Korea,2009,Female,99.69,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:01,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,410,Republic of Korea,2009,Male,99.51,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:15,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,410,Republic of Korea,2009,Both sexes,99.59,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:30,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,410,Republic of Korea,2010,Female,99.37,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:01,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,410,Republic of Korea,2010,Male,98.97,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:15,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,410,Republic of Korea,2010,Both sexes,99.16,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:30,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,410,Republic of Korea,1996,Both sexes,98.23,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:27,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,410,Republic of Korea,1998,Female,99.54,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:56,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,410,Republic of Korea,1998,Male,96.53,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:12,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,410,Republic of Korea,1998,Both sexes,97.93,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:27,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,410,Republic of Korea,2001,Female,98.48,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:57,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,410,Republic of Korea,2001,Male,97.92,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:13,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,410,Republic of Korea,2001,Both sexes,98.18,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:28,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,410,Republic of Korea,2004,Female,98.3,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:59,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,410,Republic of Korea,2004,Male,98.54,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:14,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,410,Republic of Korea,2004,Both sexes,98.43,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:29,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,410,Republic of Korea,2006,Female,99.46,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:59,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,410,Republic of Korea,2006,Male,99.87,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:14,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,410,Republic of Korea,2006,Both sexes,99.67,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:29,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,410,Republic of Korea,1995,Both sexes,98.5,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:26,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,410,Republic of Korea,2011,Female,99.33,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:01,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,410,Republic of Korea,2011,Male,98.52,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:15,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,410,Republic of Korea,2011,Both sexes,98.91,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:30,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,410,Republic of Korea,1997,Both sexes,98.53,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:27,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Eastern Asia,410,Republic of Korea,2002,Female,98.05,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:57,0,0,0,0,-,0
